,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_estimator__alpha,param_estimator__degree,param_estimator__gamma,param_estimator__kernel,param_estimator__C,param_estimator__shrinking,param_estimator__tol,param_estimator__eta,param_estimator__max_delta_step,param_estimator__max_depth,param_estimator__min_child_weight,param_estimator__random_state,param_estimator__criterion,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__splitter,param_estimator__warm_start,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
10,0.0034009933471679686,0.0006641112677376608,0.004000473022460938,0.0006325996942312203,KernelRidge(),1,2,30,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 30, 'estimator__kernel': 'polynomial'}",0.08818518810616861,0.05030916250123067,0.059466183193360715,0.04933255312023454,0.0480655887912399,0.056169543531760374,0.019129908879783594,0.06568706787480083,0.022171529513158462,0.14850633502722937,0.060702306053896704,0.03481614335557312,954,3.596347770983633,0.15200568255389169,0.109520686954941,0.07391907518594143,0.18061749647817105,0.2823529607233608,0.5436646705483379,0.19462560823792785,0.5704550801306508,0.9921512322457819,0.30896303328019303,1.1736813711795662,954,0.16613879298086678,0.14779139590027016,0.19041036464131875,0.16330282829476142,0.15501240156441318,0.19039034074693553,0.09336981513157425,0.1800265168143728,0.11646463707231615,0.265434637674748,0.1668341730821577,0.04410924737008856,585
11,0.0029002904891967775,0.0007004646563762821,0.0033008813858032226,0.0004584811772714332,KernelRidge(),1,2,30,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 30, 'estimator__kernel': 'sigmoid'}",0.02734144876090707,0.07538865538349976,0.05391866206678031,0.05424744837737089,0.061403951989268415,0.08534472978754519,0.04203513566283769,0.055114708042046996,0.05174228375376402,0.07528918148180301,0.05818262053058233,0.016227493055813617,585,0.4250784033749504,0.27072581189454126,0.006014977983396452,0.01834435853498939,0.046763915149848456,0.090402178811815,0.0027291610112127884,0.002350139042278654,0.0024403194951940765,0.009973316197246618,0.08748225814954731,0.1372236007926967,615,0.15168239029739272,0.24309492582756273,0.19619781448958967,0.20831289814108858,0.2099089095579139,0.23542495375625652,0.17960818732052367,0.2045126999698873,0.20430784584677453,0.21684655236861394,0.2049897177575603,0.024734632161801207,616
12,0.0038012266159057617,0.00040030607586258484,0.00350034236907959,0.000499940364223829,KernelRidge(),1,3,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",0.07339299343520744,0.03662088420365452,0.033343352705442336,0.026974231984067724,0.011588662443838185,0.05342979053341047,0.01697558606507081,0.040779972044334735,0.01241058477768487,0.11447509424099094,0.0419991152433702,0.030210160982072482,578,2.825355811177716,0.382730696345992,0.37787936584344795,0.4936341194206647,0.8024460433233657,0.3173572620580041,0.5950550675217452,0.258350228080769,0.7595608529984996,0.5356361734455819,0.062602165096919,1.0249734070496477,579,0.1543984272862361,0.12252468198170133,0.14559800712497561,0.12027754339615129,0.072770246992097,0.169601957928105,0.09066444604053685,0.13553973484420495,0.0863981415146524,0.1805333130885727,0.12783065001972332,0.034377607235586666,566
13,0.003400874137878418,0.0010201795048999103,0.0036012887954711913,0.000801016397551722,KernelRidge(),1,3,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",0.0273480175773975,0.07539157983319895,0.053919287573364574,0.05425057554408341,0.06140498541058875,0.08534648261822159,0.0420415304119406,0.05511622178901296,0.051744174528660196,0.07528938056344656,0.05818522358499151,0.016226057418914065,595,0.4254207802035559,0.2707751054347889,0.006026648691987546,0.01840306235747602,0.04678153206394309,0.090424573755163,0.0028817048605835893,0.002377668980034109,0.0024769508313762234,0.009975986795382585,0.0875544013974291,0.13729675433960165,625,0.15169910883448254,0.24309924705029456,0.19619610359131923,0.20832017692420202,0.20990901354891467,0.2354263142626756,0.17962342462684097,0.2045147892890333,0.2043118081031062,0.21684475382656448,0.20499447400574336,0.02473035848565771,626
14,0.0041347980499267575,0.0009455362421350054,0.0033002376556396486,0.0006403782502860024,KernelRidge(),1,3,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",0.07858578254472816,0.038540804148333246,0.03231308801985752,0.02771643408315863,0.012022626908362567,0.056727778919481976,0.016056618321438922,0.043093557753970675,0.012999704601384462,0.11465792795979814,0.04327143232605143,0.03089040879826638,584,3.0960119742058936,0.35036917168337856,0.3971020554513981,0.47970134759250005,0.7950481751535639,0.27522069743567124,0.6169766276651332,0.21627392866590822,0.7481474127433154,0.5380888123727432,0.024473862981223136,1.0988361639543343,583,0.15942600338073515,0.12597795925734373,0.14410152868237813,0.1209914859550435,0.07503436523129597,0.17360812250087376,0.08935036232743009,0.1382409324266653,0.08884536164981864,0.18349231945959887,0.12990684408711833,0.03515723823850153,571
15,0.003800797462463379,0.000749137794551641,0.0035008907318115233,0.000499773783010326,KernelRidge(),1,3,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",0.027341452745867613,0.07538865610852033,0.0539186621647444,0.05424744874920119,0.06140395182915814,0.08534473022258456,0.042035139371774305,0.055114708173965084,0.05174228397621862,0.07528918134817486,0.05818262146902091,0.016227492038900275,590,0.4250786110772289,0.27072582411524415,0.006014979811211463,0.01834436551506502,0.04676391242042044,0.0904021843700713,0.0027292494862192207,0.0023501414414224264,0.0024403238049663933,0.009973314404680078,0.08748229064465293,0.13722364737680381,620,0.1516824006522295,0.24309492646203198,0.19619781353086335,0.20831289868597963,0.2099089081952476,0.23542495365416585,0.17960819686494894,0.20451269961959417,0.20430784583896017,0.21684655116610949,0.20498971946701308,0.024734628993287475,621
16,0.0034008264541625977,0.0009174633631940118,0.003200721740722656,0.0007484050250707179,KernelRidge(),1,3,30,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 30, 'estimator__kernel': 'polynomial'}",0.07991880522650728,0.03901436672180325,0.031328398817392494,0.027803078833868112,0.012147759877438083,0.05710843431886485,0.015359061437664011,0.043449168223316376,0.013142395950765837,0.11336838786267694,0.043263985727029726,0.030828035390855456,583,3.1654911686562084,0.34238696026716,0.41547439720408164,0.4780748343514003,0.7929150115316734,0.2703572749619365,0.6336165318261561,0.2098065769179569,0.7453829510403149,0.5207901638468113,0.020173320559766016,1.1184266709073638,584,0.16040933174323102,0.12683279526110758,0.14188390642076187,0.12094170090956294,0.07552227789956992,0.1739916220742913,0.087902621413766,0.13831526013912138,0.08946189577327941,0.18349664599622847,0.12987580576309196,0.03522432582067051,570
17,0.0031007051467895506,0.0005385707576714653,0.0033010005950927734,0.0009009266373623292,KernelRidge(),1,3,30,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 3, 'estimator__gamma': 30, 'estimator__kernel': 'sigmoid'}",0.02734144876090707,0.07538865538349976,0.05391866206678031,0.05424744837737089,0.061403951989268415,0.08534472978754519,0.04203513566283769,0.055114708042046996,0.05174228375376402,0.07528918148180301,0.05818262053058233,0.016227493055813617,585,0.4250784033749504,0.27072581189454126,0.006014977983396452,0.01834435853498939,0.046763915149848456,0.090402178811815,0.0027291610112127884,0.002350139042278654,0.0024403194951940765,0.009973316197246618,0.08748225814954731,0.1372236007926967,615,0.15168239029739272,0.24309492582756273,0.19619781448958967,0.20831289814108858,0.2099089095579139,0.23542495375625652,0.17960818732052367,0.2045126999698873,0.20430784584677453,0.21684655236861394,0.2049897177575603,0.024734632161801207,616
18,0.0032010555267333986,0.0006003621151825223,0.0029004812240600586,0.0005393588782583555,KernelRidge(),1,4,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",0.05064504396253946,0.028824335836687705,0.025173855835731576,0.017766384949689906,0.009163481492509522,0.04695596562131863,0.011129531007138484,0.017083242937227003,0.00788029295615408,0.09281848130319824,0.030744061590219456,0.025050074399635164,561,1.639697662699696,0.5141466926015423,0.5303059264902682,0.6664857347903429,0.8437885274032714,0.40006972487748704,0.7345100684639286,0.6893135872123448,0.8473294409215525,0.2451216432581449,0.3341130396802897,0.7229669806747067,556,0.10568839235170639,0.11063853839827402,0.11359783518805025,0.09441418483594786,0.054524265421584305,0.15063574880783523,0.07143279547445312,0.08646723871132482,0.06473608393845516,0.1513912668557538,0.1003526349983385,0.03142649141335805,553
19,0.0030013084411621093,0.00044728825316261436,0.002900385856628418,0.0005381458286448749,KernelRidge(),1,4,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",0.0273480175773975,0.07539157983319895,0.053919287573364574,0.05425057554408341,0.06140498541058875,0.08534648261822159,0.0420415304119406,0.05511622178901296,0.051744174528660196,0.07528938056344656,0.05818522358499151,0.016226057418914065,595,0.4254207802035559,0.2707751054347889,0.006026648691987546,0.01840306235747602,0.04678153206394309,0.090424573755163,0.0028817048605835893,0.002377668980034109,0.0024769508313762234,0.009975986795382585,0.0875544013974291,0.13729675433960165,625,0.15169910883448254,0.24309924705029456,0.19619610359131923,0.20832017692420202,0.20990901354891467,0.2354263142626756,0.17962342462684097,0.2045147892890333,0.2043118081031062,0.21684475382656448,0.20499447400574336,0.02473035848565771,626
20,0.003601479530334473,0.0006640034393501407,0.003000330924987793,0.0006322982267826776,KernelRidge(),1,4,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",0.05196671093518059,0.029781063172349888,0.023675907373925005,0.01754026951411886,0.00923990208895227,0.047289877551805005,0.010288948032220906,0.016597031065002488,0.007834283517898938,0.09117590794965927,0.03053899012011132,0.024913481547315396,555,1.7085849801068789,0.4980204185064996,0.5582546650357123,0.6707304206710434,0.8424857721222354,0.39580351772632516,0.7545617953801946,0.6981561367792671,0.8482208147195041,0.22308719920761488,0.3334561361626288,0.7422505800951179,559,0.1027933550716975,0.1117471357372294,0.10963747932600817,0.0941380808870101,0.05515911040783716,0.1507111592875682,0.06977547927223113,0.08520499346673242,0.06446433679047338,0.14973899625486775,0.09933701265016551,0.031177135287262365,550
21,0.003514385223388672,0.0005149941664177096,0.0035005807876586914,0.0006708609019005378,KernelRidge(),1,4,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",0.027341452745867613,0.07538865610852033,0.0539186621647444,0.05424744874920119,0.06140395182915814,0.08534473022258456,0.042035139371774305,0.055114708173965084,0.05174228397621862,0.07528918134817486,0.05818262146902091,0.016227492038900275,590,0.4250786110772289,0.27072582411524415,0.006014979811211463,0.01834436551506502,0.04676391242042044,0.0904021843700713,0.0027292494862192207,0.0023501414414224264,0.0024403238049663933,0.009973314404680078,0.08748229064465293,0.13722364737680381,620,0.1516824006522295,0.24309492646203198,0.19619781353086335,0.20831289868597963,0.2099089081952476,0.23542495365416585,0.17960819686494894,0.20451269961959417,0.20430784583896017,0.21684655116610949,0.20498971946701308,0.024734628993287475,621
22,0.0033006906509399415,0.00045803221695831593,0.003301048278808594,0.0006410410858284651,KernelRidge(),1,4,30,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 30, 'estimator__kernel': 'polynomial'}",0.05276547457946604,0.030417775030362335,0.023082190183465533,0.01741349061624961,0.009277985030139263,0.04745481017860524,0.009959960319910862,0.016364175223473835,0.007820355216222286,0.09111476863698241,0.030567098501487738,0.02504009678817113,558,1.750217770996139,0.4872882176388763,0.5693322467744559,0.6731103404513863,0.8418365655593698,0.39369626522148005,0.7624096485522088,0.7023909970085,0.8484906576829344,0.22226704054525537,0.33060701273478166,0.7544908874625482,562,0.10310881704263655,0.11255548277995116,0.10796412268727679,0.09401978191021905,0.055497094316708684,0.15077819471052975,0.06910845041872059,0.08451877191109754,0.06432710801594518,0.15008343508199407,0.09919612588750794,0.03129509328479825,547
23,0.003301072120666504,0.0006402103130148834,0.0029006242752075196,0.0007003070709674525,KernelRidge(),1,4,30,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 4, 'estimator__gamma': 30, 'estimator__kernel': 'sigmoid'}",0.02734144876090707,0.07538865538349976,0.05391866206678031,0.05424744837737089,0.061403951989268415,0.08534472978754519,0.04203513566283769,0.055114708042046996,0.05174228375376402,0.07528918148180301,0.05818262053058233,0.016227493055813617,585,0.4250784033749504,0.27072581189454126,0.006014977983396452,0.01834435853498939,0.046763915149848456,0.090402178811815,0.0027291610112127884,0.002350139042278654,0.0024403194951940765,0.009973316197246618,0.08748225814954731,0.1372236007926967,615,0.15168239029739272,0.24309492582756273,0.19619781448958967,0.20831289814108858,0.2099089095579139,0.23542495375625652,0.17960818732052367,0.2045126999698873,0.20430784584677453,0.21684655236861394,0.2049897177575603,0.024734632161801207,616
24,0.003499484062194824,0.0006695934790888512,0.0035008668899536135,0.0008071880699562604,KernelRidge(),1,5,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 5, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",0.03406224302912778,0.02796432356724355,0.024833828194849,0.01511489528719582,0.00955430261689071,0.049293131686088475,0.01385409628856534,0.00895361071282724,0.006767857496396414,0.08339158929369113,0.027378987817287547,0.022548815611506737,540,0.7753765477388901,0.5286427700785771,0.5366501658787115,0.7162600489798567,0.8371261313029028,0.37020905303970497,0.6695167952013249,0.8371641026187409,0.8688814497776776,0.11866377511707116,0.44704101940215357,0.4938830366480051,540,0.08498681181634905,0.11147598445963322,0.09944559635654063,0.08198046188265193,0.05336953753758294,0.14390482614547556,0.06863286102313225,0.06743350107490091,0.05312452437959522,0.14219083910693212,0.09065449437827938,0.031516036505569535,525
25,0.003701186180114746,0.0006413223521940148,0.0030997753143310546,0.0005387000468433351,KernelRidge(),1,5,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 5, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",0.0273480175773975,0.07539157983319895,0.053919287573364574,0.05425057554408341,0.06140498541058875,0.08534648261822159,0.0420415304119406,0.05511622178901296,0.051744174528660196,0.07528938056344656,0.05818522358499151,0.016226057418914065,595,0.4254207802035559,0.2707751054347889,0.006026648691987546,0.01840306235747602,0.04678153206394309,0.090424573755163,0.0028817048605835893,0.002377668980034109,0.0024769508313762234,0.009975986795382585,0.0875544013974291,0.13729675433960165,625,0.15169910883448254,0.24309924705029456,0.19619610359131923,0.20832017692420202,0.20990901354891467,0.2354263142626756,0.17962342462684097,0.2045147892890333,0.2043118081031062,0.21684475382656448,0.20499447400574336,0.02473035848565771,626
