,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_estimator__alpha,param_estimator__degree,param_estimator__gamma,param_estimator__kernel,param_estimator__C,param_estimator__shrinking,param_estimator__tol,param_estimator__eta,param_estimator__max_delta_step,param_estimator__max_depth,param_estimator__min_child_weight,param_estimator__random_state,param_estimator__criterion,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__splitter,param_estimator__warm_start,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0,0.005999541282653809,0.005709052768110709,0.003101158142089844,0.0005388076618757515,KernelRidge(),1,1,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",0.284262165635665,0.19296628952296965,0.10482811530152039,0.19120884651563988,0.19460768616904064,0.352249005609882,0.0877897650123073,0.22879416239152037,0.13860664762390457,0.7038836571893585,0.24791963409718082,0.16959322080119435,417,0.1503210117534438,0.8134712055863474,0.8878338792169664,0.794154246989933,0.8097472287887274,0.741905730700184,0.879902584575034,0.7613752611696669,0.846001824495899,0.4585020848809658,0.7143215058157169,0.22061015856309316,426,0.37229396663153747,0.36532871884768303,0.27882859210183547,0.3528739557582678,0.3531628399650411,0.4145955892143505,0.2413104624405807,0.38043429050697225,0.30581033866205404,0.508472211630885,0.35731109657592075,0.07018512770284424,520
1,0.007101988792419434,0.0013749073927463622,0.0031004905700683593,0.0006996430004352625,KernelRidge(),1,1,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",106.14071909690458,266.91575010127247,8.554439164364375,5.6657868230721915,1555.885357666227,16.931059711767197,91.27154205276453,66.38823399502058,116.13394936664368,6.3245918155646965,224.02114297936015,450.3433488013792,891,316.261843876928,257.01124745407765,8.153252958725002,5.0994989313656856,1520.0678817994858,11.40545584284687,123.86052674649962,68.24073076374943,128.030004138592,3.8655104392995794,244.199595295157,437.8328098102568,891,7.65029608116951,12.071084278656095,2.1562606674322935,1.8879838491312741,27.589958170388712,3.3666241947838507,6.36014844249559,6.474784283001875,7.074646982509033,2.117176756918252,7.674896370648649,7.299719468941002,909
2,0.004401397705078125,0.000663357062824937,0.003200125694274902,0.00040021002697385486,KernelRidge(),1,1,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",0.2846947071233097,0.19304436872382402,0.10460803988425602,0.19137836220225649,0.1944204035587126,0.3523106040489327,0.08791850369964699,0.22898823414029137,0.13862167602138478,0.7043633523709397,0.24803482517735542,0.16973626896423016,418,0.1490281157650707,0.8133957311641562,0.8880693599919784,0.7939717549933832,0.8099303204040484,0.741860597275068,0.8797264685595448,0.7611728507590133,0.8459851272751497,0.4581330552294519,0.7141273381416865,0.22098089275222146,427,0.3725682252326299,0.3654158408274837,0.2784830230973586,0.35307671654802786,0.3529861374376618,0.4144291791716014,0.24143203308297087,0.3806487057272951,0.30580935541488097,0.5086492449251311,0.35734984614650417,0.07024221911197495,521
3,0.006501317024230957,0.0006712169277581304,0.0032010555267333986,0.0004001627943408786,KernelRidge(),1,1,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",34.01257512904634,857.4453806429027,32.67500276101815,9.156960324730406,21.784922053084692,2.862495383310118,74.79224904068673,364.5675284855452,2.27908699633541,36.711261934821295,143.6287462751481,259.1462570164885,886,100.66590534017293,827.8403820286853,33.96226461514148,8.857919378083073,20.297420840926083,1.0973619302356261,101.31666302270683,379.23186589006895,1.5321674340116171,27.241985157707152,150.2043935637739,250.2620944951794,886,4.342695094385027,23.144188015611658,4.550496627356359,2.0660063747114994,3.862144368900046,1.3957683377080239,6.571380479121662,14.908372117984309,1.1451519825169583,4.281132530064791,6.6267335928360325,6.65055079048331,904
4,0.003901052474975586,0.0005384604914995725,0.002800393104553223,0.00040003105255998807,KernelRidge(),1,1,30,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 30, 'estimator__kernel': 'polynomial'}",0.2848397022528454,0.19307084455845946,0.10453464496457687,0.19143531038128098,0.19435782377345454,0.35233142878379536,0.08796178243030257,0.22905353573900514,0.1386267701589712,0.7045231746702779,0.24807350177129694,0.16978393212308163,419,0.14859471544009573,0.8133701385825303,0.8881478925822279,0.793910447470183,0.8099914997839668,0.741845338907714,0.879667262754701,0.7611047433528828,0.8459794674607936,0.4580101038851535,0.7140621610220248,0.22110502621711894,428,0.37266008547756346,0.36544485748110755,0.27836731159392714,0.35314464439823456,0.35292699513218967,0.4143733402573025,0.2414727833654095,0.3807205243468234,0.30580892366219364,0.5087083468759513,0.3573627812590703,0.07026139811690232,522
5,0.006301188468933105,0.0006404637757884135,0.002600884437561035,0.0004897660636928191,KernelRidge(),1,1,30,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 30, 'estimator__kernel': 'sigmoid'}",14.294639177992309,29.050197814014318,23.123666396072604,10.010911432342734,7.533701409763176,2.983109292863759,169.2514602163686,56.39401735771095,5.386839696098445,33.43784664695176,35.146638944017866,47.29631689080013,825,41.727650818200225,27.081062185119144,23.74233129602814,9.777239859240112,6.365112852946168,1.1857362289784805,230.53795805282894,57.81709359589758,4.985019471671841,24.723745764597794,42.79429501255085,64.79888710552721,825,3.150799258313738,3.8359425732780625,3.7564727057990983,2.5378854389047643,2.1555857068972797,1.4229478733577376,10.14053886785917,6.324851498753265,1.7362094492824447,4.214358685849051,3.9275592058294606,2.474218577972136,834
6,0.00400090217590332,0.0004474482595544082,0.002900528907775879,0.0002999866477524488,KernelRidge(),1,2,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",2.9251355791528435,0.8689517490780363,3.050825506011397,3.0293317543933638,0.5660620629601506,0.9551843621123105,2.599587020175589,1.8256289687509764,0.5515032259477098,90.93623166541829,10.730844189400067,26.75315247745535,816,7.7434296218095024,0.16003711031678836,2.264384380191854,2.2612250294047156,0.4466052278007544,0.30013255946840445,2.5562651551876123,0.9040705904192152,0.38725528655000907,68.95727113800356,8.33926157308805,20.341314200443314,816,0.9868684412680175,0.7272906585308367,1.3593186015494774,1.323525983593325,0.5796105199437962,0.7979036283400316,1.1235707358664817,0.9972013824167625,0.6113508742614236,3.9711459012692587,1.247778672703941,0.943715156323082,815
7,0.0060021400451660155,0.0006323391994894679,0.002801370620727539,0.000599172166930426,KernelRidge(),1,2,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",106.14071909690458,266.91575010127247,8.554439164364375,5.6657868230721915,1555.885357666227,16.931059711767197,91.27154205276453,66.38823399502058,116.13394936664368,6.3245918155646965,224.02114297936015,450.3433488013792,891,316.261843876928,257.01124745407765,8.153252958725002,5.0994989313656856,1520.0678817994858,11.40545584284687,123.86052674649962,68.24073076374943,128.030004138592,3.8655104392995794,244.199595295157,437.8328098102568,891,7.65029608116951,12.071084278656095,2.1562606674322935,1.8879838491312741,27.589958170388712,3.3666241947838507,6.36014844249559,6.474784283001875,7.074646982509033,2.117176756918252,7.674896370648649,7.299719468941002,909
8,0.004400515556335449,0.0008008771396623586,0.003301095962524414,0.0007808247034691055,KernelRidge(),1,2,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",3.044906080998221,0.7093905042234546,3.10755525038683,2.02270588662845,0.8028000730561845,1.2909940635860326,2.9692671351353845,2.0894434408371,0.7205693932535521,101.67793609374213,11.843556792184733,29.958704803689212,818,8.101431815320527,0.3142752765345408,2.3250852269189264,1.1775426395706647,0.21516492162142986,0.05408343471476951,3.0619918345385786,1.1792203531718446,0.1994152243964492,77.22086767608525,9.22832006883386,22.792155291100634,818,0.9938724588522357,0.7219232836618777,1.3128116042164646,1.1272989553192896,0.681799445615778,0.8963584531619396,1.1712119784741877,1.0630632783544134,0.6133828091959546,4.178386722406576,1.2760108989258718,0.9912869846071815,817
9,0.006401276588439942,0.0008000553430258607,0.003000807762145996,4.271620003502111e-07,KernelRidge(),1,2,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",34.01257512904634,857.4453806429027,32.67500276101815,9.156960324730406,21.784922053084692,2.862495383310118,74.79224904068673,364.5675284855452,2.27908699633541,36.711261934821295,143.6287462751481,259.1462570164885,886,100.66590534017293,827.8403820286853,33.96226461514148,8.857919378083073,20.297420840926083,1.0973619302356261,101.31666302270683,379.23186589006895,1.5321674340116171,27.241985157707152,150.2043935637739,250.2620944951794,886,4.342695094385027,23.144188015611658,4.550496627356359,2.0660063747114994,3.862144368900046,1.3957683377080239,6.571380479121662,14.908372117984309,1.1451519825169583,4.281132530064791,6.6267335928360325,6.65055079048331,904
