,train_or_test,predictions
0,0.41815644003401486,train
1,0.1004462916456802,train
2,0.6018598139373116,train
3,0.2788704480281421,train
4,0.13412181192412076,train
5,0.6751672029260233,train
6,0.2928684493394724,train
7,0.2788160462944317,train
8,0.33731058132486247,train
9,0.18972915238399501,train
10,0.043794394036658635,train
11,0.05285141355679168,train
12,0.03671746089090977,train
13,0.2825504045894395,train
14,0.22981834634284493,train
15,0.4664650872169689,train
16,0.04501070072106894,train
17,0.09825776751590742,train
18,0.5062659185108956,train
19,0.5665946874687475,train
20,0.1838423613487148,train
21,0.5502988767193524,train
22,0.23089569543375466,train
23,0.07786477375167988,train
24,0.4646117433039286,train
25,0.5559956164801615,train
26,0.06135939167817517,train
27,0.6166131465759298,train
28,0.2054189955589093,train
29,0.1714039747781717,train
30,0.15858011883940626,train
31,0.04154905942410447,train
32,0.19386391112985368,train
33,0.11200755462039869,train
34,0.05999078307576522,train
35,0.07446395231746195,train
36,0.1919470652604771,train
37,0.4989560418317359,train
38,0.4537637574391383,train
39,-0.009313133662382067,train
40,0.23493975482837004,train
41,0.2706477537851032,train
42,0.27503844844756575,train
43,0.6071748246959313,train
44,0.13898097613469873,train
45,0.42634360746418865,train
46,0.26071932099613593,train
47,0.2844734368543319,train
48,0.607670894454024,train
49,0.61922741276591,train
50,0.22668923545195907,train
51,0.27035794543165104,train
52,0.628450400665882,train
53,0.538570855390527,train
54,0.22617401554753236,train
55,0.5845534948942117,train
56,0.6089483023253345,train
57,0.38713385289506463,train
58,0.24873482627421195,train
59,0.6228756257543211,train
60,0.0391621413189025,train
61,-0.004671432622752714,train
62,0.3581833539556788,train
63,0.2429651273720308,train
64,0.21936624485537415,train
65,0.31391503954837807,train
66,0.02752592607152926,train
67,0.046655145420765654,train
68,0.37043493229894287,train
69,0.4165701023762768,train
70,0.44105722968485794,train
71,0.27580742585387397,train
72,0.5927339005771234,train
73,0.2377673399891993,train
74,0.20181109630149519,train
75,0.05099339283945581,train
76,0.2765031322525907,train
77,-0.00828681519169705,train
78,0.2994976275079908,train
79,0.3979308599803407,train
80,0.6577495165398591,train
81,0.07292284621305956,train
82,0.3545191594295469,train
83,0.2107668359131888,train
84,0.04296886496937635,train
85,0.4594128160322303,train
86,0.5710686697625903,train
87,0.025039025838669238,train
88,0.24247680485895418,train
89,0.12940470642253754,train
90,0.09885787171115579,train
91,0.03749687620165565,train
92,0.5175525914775629,train
93,0.2506878676507819,train
94,0.62335444252546,train
95,0.008399556679095532,train
96,0.2539072671961782,train
97,0.15081298201574567,train
98,0.6175036432100661,train
99,0.5178011672973964,train
100,0.47783759336790854,train
101,0.4062731312284753,train
102,0.46857753540781755,train
103,0.23359777341376153,train
104,0.06174320173350789,train
105,0.07826269517217133,train
106,0.08053036048614404,train
107,0.04878822879175726,train
108,0.09974679986737434,train
109,0.11393867025769511,train
110,0.31178204073587623,train
111,0.5252861455115914,train
112,0.37452246249351506,train
113,0.21555513961911277,train
114,0.29442036307803265,train
115,0.47024864145862744,train
116,0.6222344789128248,test
117,0.11171003356186837,test
118,0.24081513490942696,test
119,0.4811699832444847,test
120,0.34121359302766185,test
121,0.08277560192061806,test
122,0.13738757011004932,test
123,0.4077048114599491,test
124,0.0679718932189376,test
125,0.3377280634562042,test
126,0.17980277323430116,test
127,0.27359150919519004,test
128,0.11131628330853138,test
129,0.3111269184828064,test
130,0.020432698251508064,test
131,0.1538390854529974,test
132,0.5779900042192596,test
133,0.21048546968371784,test
134,0.29933246933803137,test
135,0.00809620615681339,test
136,0.5360267171394086,test
137,0.5991187907656669,test
138,0.3211387794375026,test
139,0.28272732449903304,test
140,0.5711999821532905,test
141,0.5328022093488709,test
142,0.5250568804991089,test
143,0.5634142041997693,test
144,0.03876196957917233,test
145,0.08606006099785324,test
146,0.6594456442823885,test
147,0.5529994902232753,test
148,0.5274089684944753,test
149,0.5937028844332273,test
150,0.33282062660941714,test
151,0.3093851844578599,test
152,0.0499223502690862,test
153,0.4365464781950763,test
154,0.26104697304827396,test
