,train_or_test,predictions
0,0.10774702578783035,train
1,0.02125287987291813,train
2,0.4012412428855896,train
3,0.03527791053056717,train
4,0.0031194069888442755,train
5,0.7123782634735107,train
6,0.12608546018600464,train
7,0.1788863241672516,train
8,0.062291279435157776,train
9,0.045004263520240784,train
10,0.05197596549987793,train
11,0.004958341829478741,train
12,0.009674420580267906,train
13,0.016701579093933105,train
14,0.10554369539022446,train
15,0.3293052315711975,train
16,0.005920197814702988,train
17,0.008433747105300426,train
18,0.2724568843841553,train
19,0.6017064452171326,train
20,0.050001706928014755,train
21,0.6275564432144165,train
22,0.0590108186006546,train
23,0.001301896176300943,train
24,0.6190084218978882,train
25,0.4196510314941406,train
26,0.02771163545548916,train
27,0.6723487377166748,train
28,0.038705889135599136,train
29,0.044716883450746536,train
30,0.02924189902842045,train
31,0.004239399917423725,train
32,0.019960204139351845,train
33,0.033943068236112595,train
34,0.008626695722341537,train
35,0.010929586365818977,train
36,0.06250356882810593,train
37,0.7931132912635803,train
38,0.20345699787139893,train
39,0.0016577525530010462,train
40,0.13730327785015106,train
41,0.04827038198709488,train
42,0.04636341705918312,train
43,0.43521952629089355,train
44,0.024528564885258675,train
45,0.20246684551239014,train
46,0.0649900734424591,train
47,0.05419052019715309,train
48,0.5515075922012329,train
49,0.9022024869918823,train
50,0.059589095413684845,train
51,0.06374452263116837,train
52,0.7028896808624268,train
53,0.4692164957523346,train
54,0.0730505883693695,train
55,0.5124579071998596,train
56,0.6488680839538574,train
57,0.4456186592578888,train
58,0.09397893399000168,train
59,0.51360684633255,train
60,0.006316861603409052,train
61,0.014496011659502983,train
62,0.11911514401435852,train
63,0.04666884243488312,train
64,0.1300874650478363,train
65,0.025686662644147873,train
66,0.008852093480527401,train
67,0.006647358648478985,train
68,0.17645885050296783,train
69,0.3855232894420624,train
70,0.3001149892807007,train
71,0.07883495837450027,train
72,0.745180606842041,train
73,0.030862685292959213,train
74,0.08173766732215881,train
75,0.006312756333500147,train
76,0.055639080703258514,train
77,0.004807735327631235,train
78,0.07434064149856567,train
79,0.2527506947517395,train
80,0.5341235995292664,train
81,0.009285522624850273,train
82,0.4015122354030609,train
83,0.0789710134267807,train
84,0.008477848954498768,train
85,0.5446997880935669,train
86,0.35900968313217163,train
87,0.010549039579927921,train
88,0.0932619720697403,train
89,0.013067759573459625,train
90,0.016728051006793976,train
91,0.007623408921062946,train
92,0.46481531858444214,train
93,0.04174099117517471,train
94,0.5171171426773071,train
95,0.009541204199194908,train
96,0.03869479522109032,train
97,0.14649271965026855,train
98,0.5332889556884766,train
99,0.6708936095237732,train
100,0.2932591140270233,train
101,0.2772923409938812,train
102,0.40224140882492065,train
103,0.020196489989757538,train
104,0.0034734313376247883,train
105,0.018472736701369286,train
106,0.006061753258109093,train
107,0.008976923301815987,train
108,0.008318017236888409,train
109,0.01685616932809353,train
110,0.14059343934059143,train
111,0.9571565985679626,train
112,0.053170572966337204,train
113,0.04768825322389603,train
114,0.11466439068317413,train
115,0.5657871961593628,train
116,0.6096096038818359,test
117,0.005323074758052826,test
118,0.12473618984222412,test
119,0.48156651854515076,test
120,0.02661437727510929,test
121,0.0072473445907235146,test
122,0.030385935679078102,test
123,0.3989754319190979,test
124,0.0022747963666915894,test
125,0.24164864420890808,test
126,0.04964582622051239,test
127,0.29204168915748596,test
128,0.018581615760922432,test
129,0.06253180652856827,test
130,0.022562900558114052,test
131,0.02831932157278061,test
132,0.39608362317085266,test
133,0.03910224512219429,test
134,0.03528080880641937,test
135,0.017841769382357597,test
136,0.5137011408805847,test
137,0.523811936378479,test
138,0.026554593816399574,test
139,0.06849260628223419,test
140,0.5446312427520752,test
141,0.665907084941864,test
142,0.6778023838996887,test
143,0.5882447361946106,test
144,-0.009011974558234215,test
145,0.004953334107995033,test
146,0.5535696148872375,test
147,0.5843034982681274,test
148,0.4904140532016754,test
149,0.5172132849693298,test
150,0.0057763149961829185,test
151,0.17011845111846924,test
152,0.008157565258443356,test
153,0.5650454759597778,test
154,0.04593823477625847,test
