,Parent location,Green house gases emissions per capita (tonnes CO2e) (2012),Obesity rate of adult (2016),Pm2.5ug/m3 (2019),Mean BMI 18+years (2016),life expectancy at birth (2019),Daily smoking prevalence (2012),Vegetable consumption-per-capita (2019),Poultry kgpercapita(2019),Beef kgpercapit(2019),Sheep & goat Kgpercapita(2019),Pig Kgpercapita(2019),Other meat Kgpercapita(2019),Fish & seafood Kgpercapita (2019),Fruit Kgpercapita (2019),Median age (2019),Share without improved water (2019),Alcohol consumption per capita (liters of pure alcohol) (15+ years of age) (2018),Lung Estimated number of prevalent cases (1-year) as a proportion (2020)
0,-0.015947269819410293,-0.6923972653910404,-1.388548982098946,2.9307346577234745,-0.9740531522248708,-1.3426203047512377,-0.6413383524779337,-0.4046367085526858,-1.1112555970002476,-0.8398210911094047,0.18060233069253864,-0.8925924573131991,-0.27719245330591025,-1.190470632572948,-0.804705755892172,-1.3091972553017939,1.6027129032000622,-1.4557943773954902,-0.7395288873000709
1,0.602009435682737,-0.4938922506489696,0.4055471864975619,-0.45529146756441685,0.5838836437820736,0.7559219250650671,0.4586410981435134,3.523458988408418,-0.45277945282013166,0.3992749173970449,1.477302118901452,-0.4470355021065067,-0.21315659821868632,-0.6058784298184302,2.1639418554794907,0.860899947488146,-0.4564882686848048,0.28337230665581287,0.36869404827902424
4,0.602009435682737,-0.3978414370640967,0.2394271708867743,0.8526627920414881,0.3950428200236568,0.47640007295295633,1.2516496671937951,2.0162703142953493,0.0051536814320593,1.8484070036035785,0.1561428224033032,-0.23975952799305308,-0.33588429805103753,-0.8107173144630915,0.6861092502054473,0.5600943946261744,-0.729591872383063,-0.12143369845811183,0.5168866501297172
5,1.8379228466870317,1.9409958737275599,1.2139979291367289,-0.993860868578613,0.7727244675404921,1.4710438208239711,-0.07855829634364114,-0.05909769175029823,1.857361435416246,1.9039100674007572,1.6502808287701374,1.0784391987196589,-0.12752309470451054,0.4923401989645685,-0.2736172673356984,0.8501568920287897,-0.729591872383063,1.117972438977663,1.090327587725877
7,0.602009435682737,-0.2529647932402466,0.2062031677646167,0.15728542937145787,0.7727244675404921,-0.1762905461920735,0.7016598139784841,1.338346451048575,-0.3268772303727312,0.281349568371082,1.3412446270310492,-0.8557282626988216,-0.3574464453448976,-1.0740893782774166,0.12495607098372377,0.22705967538613397,-0.40915031071044,-0.4062972894513467,-0.3593826477700325
9,-0.015947269819410293,1.2822473772246392,1.3025952707958157,2.148893091897424,-0.3131102690704087,0.44518443464602026,0.26678421722116796,0.5707044638284462,1.7222963663298088,0.12568067968300398,5.427403501265674,-0.8314095560297262,-0.14571117955872892,0.09090957422057694,0.2968400179052562,0.2915180081422706,-0.7323229084200455,-1.2358997318206926,-0.6622110080736225
10,1.2199661411848843,-0.6451722820451445,-1.598967668539277,1.7217013085079325,-1.7766266531981445,0.22383718119683563,0.7016598139784841,-0.7474355260871515,-1.126184484387694,-1.0204593548867342,-0.3241261444013601,-0.8932930454537021,-0.3574464453448976,0.6577628390989084,-1.0076419069443237,-0.32083615304102925,-0.6167090495211163,-1.503521507044809,-0.6171089118581942
11,-0.6339039753215576,-0.3017906234792237,0.5605925344009639,-0.9308445849225303,1.1031959091177224,0.47640007295295633,-1.395975417439159,-0.2735655992105901,1.933691051533384,0.08959117626341416,0.2279692702527389,-0.24561045498805711,-0.3416488220391353,1.884176569479848,-0.17823510795917993,1.0650180012159125,-0.6212607762494206,0.9130704573982332,-0.1080995402840748
12,0.602009435682737,0.18806852580362832,0.7156378823043656,-0.5139112663142613,0.5366734378424702,0.3032951696144918,1.2772304567455204,0.9465826933371939,0.4822731252296206,1.1092968955868079,-0.6426938711997849,1.706344005344536,-0.29717180062445686,-0.40079833047826724,-0.19195342020724754,1.2046777221875427,-0.7213987642721151,1.352859785782881,0.6457497821737981
14,-0.6339039753215576,-0.3666249226490129,0.6713392114748222,-0.8780867660476702,1.7169285863325794,0.24653946360187967,-1.0250521654844595,-0.6946665124760155,0.49755331852210594,-0.6667954721046028,-0.6518199582591364,0.617451271173014,-0.28524709545010807,-0.2615402906833811,0.03223910595834914,-0.44975281855330285,-0.7004608213219154,0.04598598082811976,-0.6557678514714184
