,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_estimator__alpha,param_estimator__degree,param_estimator__gamma,param_estimator__kernel,param_estimator__C,param_estimator__shrinking,param_estimator__tol,param_estimator__eta,param_estimator__max_delta_step,param_estimator__max_depth,param_estimator__min_child_weight,param_estimator__random_state,param_estimator__criterion,param_estimator__min_samples_leaf,param_estimator__min_samples_split,param_estimator__splitter,param_estimator__warm_start,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,split5_test_neg_mean_squared_error,split6_test_neg_mean_squared_error,split7_test_neg_mean_squared_error,split8_test_neg_mean_squared_error,split9_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,split5_test_r2,split6_test_r2,split7_test_r2,split8_test_r2,split9_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,split5_test_neg_mean_absolute_error,split6_test_neg_mean_absolute_error,split7_test_neg_mean_absolute_error,split8_test_neg_mean_absolute_error,split9_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error
0,0.024371695518493653,0.06477993087572373,0.0034000396728515623,0.0010198880234471588,KernelRidge(),1,1,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",74.62549732998514,48.133441325786904,25.508866499760057,47.81752930704957,47.51138457201726,82.41331049064769,20.837845611345603,57.692044588373626,31.6606573092571,140.14252266725518,57.63430997014782,33.256686029543665,613,0.07397986277949498,0.8068437682170824,0.8866888994692692,0.7862931532096646,0.8071737908754659,0.7493179025110163,0.8816577111099096,0.7502049480849384,0.853967736414421,0.5524276880769297,0.7148555460748192,0.2320196915944886,593,6.289356780964881,5.660719147409545,4.2975924347667025,5.63337098992546,5.319867301729973,6.5700965922496595,3.556807072064684,6.103928048221083,4.435026108785999,7.631042609780672,5.549780708589866,1.143743839258197,741
1,0.003100872039794922,0.0008302987725582944,0.0028003692626953126,0.0006002677326444133,KernelRidge(),1,1,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",114.82738974999982,316.6799866530608,226.4796630918366,227.85201849999962,257.9080245204083,358.4912436245661,176.55983133544595,231.4983141119661,217.33694446657606,316.23510620491913,244.38685222587782,68.16827874844851,766,0.42488129416113085,0.27081528388869813,0.006029016342475879,0.018319790129126545,0.04672652921081122,0.0904468750037497,0.0027185610257389747,0.002341549938782883,0.00244936961392761,0.009958111938884073,0.08746863812533259,0.13719016432466102,796,9.82968749999999,15.755151785714283,12.715071428571445,13.500249999999962,13.603348214285724,15.257801418439714,11.639957446808516,13.254018912529554,13.240921985815605,14.053196217494074,13.284940490965885,1.603261350260026,904
2,0.002600359916687012,0.0006634640923749352,0.003301095962524414,0.00045844327874334384,KernelRidge(),1,1,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",73.6222421494011,48.29365642388393,24.905419899625294,47.595681531068614,47.295262866188125,82.07921024313873,19.963852064097008,57.497247194162355,31.734995543019,141.77295361420295,57.47605215287872,33.746381593210494,609,0.08642915334681323,0.8062008359070134,0.889369426194102,0.787284638745605,0.8080509265266358,0.7503341576561926,0.8866212950996217,0.7510483819681906,0.8536248572239745,0.5472205907986185,0.7166184263466767,0.22957560586333098,591,6.227201134925708,5.6205824371473865,4.252734991980251,5.629695999980903,5.358051397544331,6.501140676999155,3.4972242101908972,6.037331304391845,4.491618676683555,7.619084110001703,5.523466493984573,1.1375396308836632,740
3,0.00260009765625,0.0004899017421418827,0.0028011322021484373,0.0004001026455393777,KernelRidge(),1,1,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",114.82738974999982,316.6799866530608,226.4796630918366,227.85201849999962,257.9080245204083,358.4912436245661,176.55983133544595,231.4983141119661,217.33694446657606,316.23510620491913,244.38685222587782,68.16827874844851,766,0.42488129416113085,0.27081528388869813,0.006029016342475879,0.018319790129126545,0.04672652921081122,0.0904468750037497,0.0027185610257389747,0.002341549938782883,0.00244936961392761,0.009958111938884073,0.08746863812533259,0.13719016432466102,796,9.82968749999999,15.755151785714283,12.715071428571445,13.500249999999962,13.603348214285724,15.257801418439714,11.639957446808516,13.254018912529554,13.240921985815605,14.053196217494074,13.284940490965885,1.603261350260026,904
4,0.002801370620727539,0.00059817811113853,0.003000783920288086,0.00044665211888840955,KernelRidge(),1,1,30,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 30, 'estimator__kernel': 'polynomial'}",73.21749770918746,48.41141335874677,24.677303038610837,47.52911953413778,47.222785753187765,81.95349217250988,19.64014598309842,57.46508817083528,31.782503966419018,142.5030679696209,57.44024176563541,33.95619187659281,608,0.09145158556469912,0.8057282853230969,0.8903827276895411,0.7875821186590655,0.808345076803965,0.7507165627488879,0.8884596866141532,0.7511876241281598,0.8534057283998089,0.5448888290763145,0.7172148225007692,0.22858328832212862,589,6.200660516070202,5.616623496001121,4.233501108156052,5.6281154481321565,5.374279222856275,6.471940139364452,3.4713064084487657,6.027113221827894,4.515568518077955,7.613974293082563,5.515308237201744,1.1364210411719102,739
5,0.0030005455017089845,0.0006328247635856971,0.0029017448425292967,0.0005391994570349951,KernelRidge(),1,1,30,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 1, 'estimator__gamma': 30, 'estimator__kernel': 'sigmoid'}",114.82738974999982,316.6799866530608,226.4796630918366,227.85201849999962,257.9080245204083,358.4912436245661,176.55983133544595,231.4983141119661,217.33694446657606,316.23510620491913,244.38685222587782,68.16827874844851,766,0.42488129416113085,0.27081528388869813,0.006029016342475879,0.018319790129126545,0.04672652921081122,0.0904468750037497,0.0027185610257389747,0.002341549938782883,0.00244936961392761,0.009958111938884073,0.08746863812533259,0.13719016432466102,796,9.82968749999999,15.755151785714283,12.715071428571445,13.500249999999962,13.603348214285724,15.257801418439714,11.639957446808516,13.254018912529554,13.240921985815605,14.053196217494074,13.284940490965885,1.603261350260026,904
6,0.002599215507507324,0.0004888966579086857,0.002400851249694824,0.0004899021163392779,KernelRidge(),1,2,10,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 10, 'estimator__kernel': 'polynomial'}",3156.659223994713,6050.815119963017,5152.358515880048,74120.35741003905,10155.425948310824,1813.629976523914,1745.474688603565,13162.98471069183,4414.674919452269,5456.173266464894,12522.855377992411,20810.391474893793,993,38.17066032854992,23.28151022646732,21.886921054243736,330.2598558440549,40.21606442955656,4.516640016972798,8.9128995243441,55.993099700735,19.36233692765444,16.425346972829487,55.90253350254083,92.62602020244461,993,41.80420856661163,34.84095793737797,49.60575060945354,103.87345891270786,41.48994649782777,35.4498099291635,33.659883818331174,55.498446356649815,39.6267074552454,49.431878125963586,48.52810482093322,19.66493610122603,984
7,0.0028992891311645508,0.0006998881349163475,0.0028032779693603514,0.0005987877445154163,KernelRidge(),1,2,10,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 10, 'estimator__kernel': 'sigmoid'}",114.82738974999982,316.6799866530608,226.4796630918366,227.85201849999962,257.9080245204083,358.4912436245661,176.55983133544595,231.4983141119661,217.33694446657606,316.23510620491913,244.38685222587782,68.16827874844851,766,0.42488129416113085,0.27081528388869813,0.006029016342475879,0.018319790129126545,0.04672652921081122,0.0904468750037497,0.0027185610257389747,0.002341549938782883,0.00244936961392761,0.009958111938884073,0.08746863812533259,0.13719016432466102,796,9.82968749999999,15.755151785714283,12.715071428571445,13.500249999999962,13.603348214285724,15.257801418439714,11.639957446808516,13.254018912529554,13.240921985815605,14.053196217494074,13.284940490965885,1.603261350260026,904
8,0.002699422836303711,0.00045905571381812694,0.0027008533477783205,0.0004586555043724283,KernelRidge(),1,2,20,polynomial,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 20, 'estimator__kernel': 'polynomial'}",3259.1022487281275,6373.159405320484,5300.229373848153,73943.97702490861,10154.996657121263,1898.472499654415,1777.3637887981738,15423.71460031367,4512.825688574228,5614.026270233412,12825.786755750054,20740.530500966564,996,39.44186530828281,24.575055956451294,22.543767553203107,329.47157387950904,40.21432213992557,4.774711213579142,9.094004096192002,65.78160943675194,19.81504954342677,16.92948113921969,57.26414402665413,92.28036941643035,996,42.34991174576804,35.686099247273525,50.37556034357637,103.9918434779346,41.61328701930121,35.94037686722741,33.75878010606207,60.84221843350399,39.94427445878554,50.31202979543511,49.48143814948679,19.81549547464955,987
9,0.00269932746887207,0.00045611998881501994,0.0030017852783203124,0.00045022452387274113,KernelRidge(),1,2,20,sigmoid,,,,,,,,,,,,,,"{'estimator': KernelRidge(), 'estimator__alpha': 1, 'estimator__degree': 2, 'estimator__gamma': 20, 'estimator__kernel': 'sigmoid'}",114.82738974999982,316.6799866530608,226.4796630918366,227.85201849999962,257.9080245204083,358.4912436245661,176.55983133544595,231.4983141119661,217.33694446657606,316.23510620491913,244.38685222587782,68.16827874844851,766,0.42488129416113085,0.27081528388869813,0.006029016342475879,0.018319790129126545,0.04672652921081122,0.0904468750037497,0.0027185610257389747,0.002341549938782883,0.00244936961392761,0.009958111938884073,0.08746863812533259,0.13719016432466102,796,9.82968749999999,15.755151785714283,12.715071428571445,13.500249999999962,13.603348214285724,15.257801418439714,11.639957446808516,13.254018912529554,13.240921985815605,14.053196217494074,13.284940490965885,1.603261350260026,904
