,train_or_test,predictions
0,0.36273756798209034,train
1,0.12301317522455446,train
2,0.5328867803780328,train
3,0.21528050826265654,train
4,0.11004723747540202,train
5,0.6067787731931604,train
6,0.21171845644058473,train
7,0.2088001200619516,train
8,0.26162809334314874,train
9,0.21402652765689956,train
10,0.059968454978681196,train
11,-0.036387694039205165,train
12,0.05391327749614305,train
13,0.22691140829161816,train
14,0.2701014642782844,train
15,0.4438215337183187,train
16,0.07672725032265804,train
17,0.07054530599440989,train
18,0.48684868845621043,train
19,0.4733933335882381,train
20,0.20112326624609667,train
21,0.5050807001792275,train
22,0.22730249916695522,train
23,0.050677549174088954,train
24,0.387675448094448,train
25,0.5573155619732422,train
26,0.06382115489387397,train
27,0.600012789247204,train
28,0.21611408981711122,train
29,0.19272769862760297,train
30,0.16287524853903657,train
31,-0.05966911462317692,train
32,0.21532479453135456,train
33,0.13108807456772786,train
34,0.05975512761608437,train
35,0.09198031681760954,train
36,0.17243808784117443,train
37,0.43037750569404043,train
38,0.4129122523933,train
39,-0.001501721846501658,train
40,0.24323060418451492,train
41,0.2662893565646587,train
42,0.20147109333781987,train
43,0.51171573846577,train
44,0.16179068471350355,train
45,0.3723781597511677,train
46,0.25611164604757786,train
47,0.2699889867197025,train
48,0.5232771915515366,train
49,0.6086316755383558,train
50,0.19306632447000194,train
51,0.27407500981322475,train
52,0.5916833588517689,train
53,0.39562718321771406,train
54,0.20772370774029092,train
55,0.5674887086812435,train
56,0.5238452834242242,train
57,0.42395182589168856,train
58,0.2512205144547639,train
59,0.5753524105481573,train
60,0.0432160846544013,train
61,0.006692987726885757,train
62,0.34135886582404895,train
63,0.2372107386294624,train
64,0.20399886810872214,train
65,0.24376491240305587,train
66,0.03396059423797959,train
67,0.047221453754067055,train
68,0.38358809899723534,train
69,0.41951032963598944,train
70,0.42139209811349465,train
71,0.2753856524988243,train
72,0.5464003112647648,train
73,0.256267148661955,train
74,0.2260005182049334,train
75,0.03409516755261133,train
76,0.23484805933725328,train
77,-0.010679857328317999,train
78,0.29207994277219385,train
79,0.36901260517984724,train
80,0.6203821510596477,train
81,0.07577596132285613,train
82,0.36544994164479383,train
83,0.259130908867816,train
84,0.06421981499472096,train
85,0.2689533778992841,train
86,0.5024945350034362,train
87,0.04902735891161536,train
88,0.2337157475454763,train
89,0.1002198035359072,train
90,0.11354757401929882,train
91,0.04987463817295823,train
92,0.45354828970281247,train
93,0.2515670886946002,train
94,0.5940972873780539,train
95,0.030115958784838415,train
96,0.2118785535550276,train
97,0.15651018795917548,train
98,0.572366119009303,train
99,0.44355115003114154,train
100,0.4645449976841465,train
101,0.37952480071721917,train
102,0.407140960018364,train
103,0.20345185786078845,train
104,0.04849090902206332,train
105,0.09182792640589099,train
106,0.0582896707173064,train
107,0.06181191518812068,train
108,0.08279141206009455,train
109,0.05952605119844656,train
110,0.2632720292345083,train
111,0.459349288344586,train
112,0.3004687968311659,train
113,0.22376898309032933,train
114,0.22675357554900843,train
115,0.3817355714726274,train
116,0.5647887631049029,test
117,0.08375096517853997,test
118,0.24921298490308086,test
119,0.43132270886320523,test
120,0.23041738434686998,test
121,0.10493947272443882,test
122,0.14041401328468095,test
123,0.3791244006421053,test
124,0.03825781238845449,test
125,0.252683704720269,test
126,0.18994630045446592,test
127,0.23108009041204935,test
128,0.13831867907009276,test
129,0.27232913237616696,test
130,0.024404166671233796,test
131,0.16199559605127023,test
132,0.5484192241481942,test
133,0.21201659447362187,test
134,0.2470095603515392,test
135,0.012266127114665237,test
136,0.528778142307885,test
137,0.5563143939077504,test
138,0.24109557908847723,test
139,0.20485206637545184,test
140,0.537866858984438,test
141,0.48404638619567963,test
142,0.48997883435007106,test
143,0.5388487671223472,test
144,0.06707791029448362,test
145,0.13191395919948,test
146,0.5875182793168063,test
147,0.4232207437644746,test
148,0.5061533552239594,test
149,0.4977379355326761,test
150,0.2928310286171585,test
151,0.2724088731506853,test
152,0.04456774242526196,test
153,0.38732833307293535,test
154,0.2310344459236027,test
