,train_or_test,predictions
0,0.48208267418667033,train
1,0.13163216177178622,train
2,0.5454545454545454,train
3,0.12694591558337345,train
4,0.03656831052112707,train
5,0.6605681271064034,train
6,0.22710038517091957,train
7,0.17669715936446798,train
8,0.22710038517091957,train
9,0.22710038517091957,train
10,0.13163216177178622,train
11,0.03656831052112707,train
12,0.03656831052112707,train
13,0.22710038517091957,train
14,0.13163216177178622,train
15,0.48208267418667033,train
16,0.13163216177178622,train
17,0.13163216177178622,train
18,0.5454545454545454,train
19,0.4449230925170414,train
20,0.13163216177178622,train
21,0.4449230925170414,train
22,0.22710038517091957,train
23,0.03656831052112707,train
24,0.4449230925170414,train
25,0.5454545454545454,train
26,0.12694591558337345,train
27,0.5454545454545454,train
28,0.13163216177178622,train
29,0.13163216177178622,train
30,0.13163216177178622,train
31,0.03656831052112707,train
32,0.12694591558337345,train
33,0.12694591558337345,train
34,0.03656831052112707,train
35,0.03656831052112707,train
36,0.13163216177178622,train
37,0.4449230925170414,train
38,0.48208267418667033,train
39,0.03656831052112707,train
40,0.22710038517091957,train
41,0.22710038517091957,train
42,0.22710038517091957,train
43,0.4449230925170414,train
44,0.13163216177178622,train
45,0.48208267418667033,train
46,0.13163216177178622,train
47,0.20678863745787193,train
48,0.4449230925170414,train
49,1.0,train
50,0.13163216177178622,train
51,0.22710038517091957,train
52,0.4449230925170414,train
53,0.4449230925170414,train
54,0.13163216177178622,train
55,0.5454545454545454,train
56,0.5454545454545454,train
57,0.6617717862301397,train
58,0.20678863745787193,train
59,0.5454545454545454,train
60,0.03656831052112707,train
61,0.13163216177178622,train
62,0.48208267418667033,train
63,0.22710038517091957,train
64,0.22710038517091957,train
65,0.22710038517091957,train
66,0.03656831052112707,train
67,0.03656831052112707,train
68,0.48208267418667033,train
69,0.48208267418667033,train
70,0.4449230925170414,train
71,0.13163216177178622,train
72,0.5454545454545454,train
73,0.03656831052112707,train
74,0.22710038517091957,train
75,0.03656831052112707,train
76,0.22710038517091957,train
77,0.03656831052112707,train
78,0.22710038517091957,train
79,0.4449230925170414,train
80,0.5454545454545454,train
81,0.13163216177178622,train
82,0.6617717862301397,train
83,0.20678863745787193,train
84,0.13163216177178622,train
85,0.4449230925170414,train
86,0.5454545454545454,train
87,0.03656831052112707,train
88,0.13163216177178622,train
89,0.03656831052112707,train
90,0.12694591558337345,train
91,0.03656831052112707,train
92,0.4449230925170414,train
93,0.13163216177178622,train
94,0.5454545454545454,train
95,0.03656831052112707,train
96,0.12694591558337345,train
97,0.13163216177178622,train
98,0.4449230925170414,train
99,0.4449230925170414,train
100,0.4449230925170414,train
101,0.4449230925170414,train
102,0.4449230925170414,train
103,0.20678863745787193,train
104,0.03656831052112707,train
105,0.13163216177178622,train
106,0.13163216177178622,train
107,0.03656831052112707,train
108,0.03656831052112707,train
109,0.09725565719788157,train
110,0.13163216177178622,train
111,0.4449230925170414,train
112,0.24891670678863742,train
113,0.13163216177178622,train
114,0.22710038517091957,train
115,0.4449230925170414,train
116,0.5454545454545454,test
117,0.03656831052112707,test
118,0.13163216177178622,test
119,1.0,test
120,0.22710038517091957,test
121,0.03656831052112707,test
122,0.03656831052112707,test
123,0.4449230925170414,test
124,0.03656831052112707,test
125,0.22710038517091957,test
126,0.13163216177178622,test
127,0.6617717862301397,test
128,0.03656831052112707,test
129,0.48208267418667033,test
130,0.03656831052112707,test
131,0.03656831052112707,test
132,0.5454545454545454,test
133,0.13163216177178622,test
134,0.13163216177178622,test
135,0.03656831052112707,test
136,0.5454545454545454,test
137,0.5454545454545454,test
138,0.22710038517091957,test
139,0.22710038517091957,test
140,0.4449230925170414,test
141,0.4449230925170414,test
142,0.4449230925170414,test
143,0.5454545454545454,test
144,0.03656831052112707,test
145,0.03656831052112707,test
146,0.5454545454545454,test
147,0.4449230925170414,test
148,0.4449230925170414,test
149,0.5454545454545454,test
150,0.22710038517091957,test
151,0.22710038517091957,test
152,0.03656831052112707,test
153,0.4449230925170414,test
154,0.20678863745787193,test
